index,student_id,full_name,date_of_birth,grade_level,emergency_contact,edad
422,s00521,leonard price,2010-10-05,2,+1-957-446-0812x928,15
423,s00522,leslie jacobs,2013-10-07,1,001-910-336-4908x2618,12
424,s00523,david king,2017-04-14,1,639-498-7455x18215,8
425,s00524,george white,2017-10-24,3,688.991.0976x5911,8
426,s00527,raymond le,2006-12-09,4,441-846-7610,19
427,s00529,heather garcia,2012-12-12,4,001-942-527-1116x404,13
428,s00530,parker floyd,2012-04-04,5,758-771-2131x9727,13
429,s00531,eric foster,2017-04-21,3,001-535-936-6070x50648,8
430,s00532,chris lam,2018-07-10,5,529.657.3465x3919,7
431,s00533,lee garza,2010-10-04,1,7289078553,15
432,s00534,george aguirre,2009-07-06,5,2514063526,16
433,s00536,benjamin johnson,2013-10-03,5,+1-792-680-5765x0461,12
434,s00537,earl rojas,2016-08-02,2,001-239-485-2413x063,9
435,s00539,christopher barajas,2009-05-29,3,281.271.7910x3432,16
436,s00540,jessica gonzalez,2006-06-01,5,964.508.1222x85364,19
437,s00542,danielle young,2006-11-19,3,+1-401-794-8763x934,19
438,s00543,patrick jennings,2012-06-01,2,854-313-6284x4862,13
439,s00545,robert boyle,2012-10-27,4,668.717.7962x25738,13
440,s00547,mary gibbs,2013-03-04,1,+1-931-267-4841x99714,12
441,s00548,joseph nunez,2016-10-13,5,001-528-400-7977x029,9
442,s00549,javier gallagher,2006-08-08,5,328.722.9948,19
443,s00550,arthur brown,2013-07-22,1,001-929-257-8952x391,12
444,s00551,thomas padilla,2010-07-19,2,806-813-0369,15
445,s00552,erika wall,2010-08-11,2,3494771557,15
446,s00553,christopher fletcher,2011-02-07,2,001-959-331-7651x532,14
447,s00554,kelsey miller,2011-09-21,3,404-426-4899x04273,14
448,s00555,cameron turner,2012-09-03,2,722-845-5420,13
449,s00556,joseph clay,2012-04-29,3,+1-893-254-6111x5568,13
450,s00557,elizabeth stafford,2014-10-23,5,654.797.4661,11
451,s00558,michael hodges,2009-03-25,5,(715)771-4429x5636,16
452,s00559,david rose,2007-07-09,4,680-548-6788x23455,18
453,s00560,gregory payne,2013-11-22,4,937.301.3013,12
454,s00561,gina smith,2006-12-05,1,+1-214-657-4991x004,19
455,s00562,johnny moore,2013-04-24,4,340.598.2999x8049,12
456,s00563,jody taylor,2007-04-28,4,001-555-731-0473x00423,18
457,s00564,jennifer garcia,2010-03-01,2,+1-645-762-3396x786,15
458,s00565,steven mcguire,2008-03-07,1,4386716000,17
459,s00568,jennifer wilson,2015-04-07,5,(894)849-0606x0759,10
460,s00569,gloria pineda,2015-09-07,5,+1-469-982-7889x882,10
461,s00570,jennifer hernandez,2014-04-13,3,+1-790-300-6682x8023,11
462,s00571,christine leach,2007-05-22,3,001-942-619-5430x77352,18
463,s00572,stacey villegas,2014-07-12,5,001-216-745-6288,11
464,s00574,sara rosales,2009-03-27,4,747.750.1625,16
465,s00575,dennis montoya,2009-03-08,5,280.881.5227x60679,16
466,s00577,jerry mclaughlin,2006-06-28,4,816-290-4316,19
467,s00578,jennifer barnes,2010-02-07,1,001-386-691-0731x140,15
468,s00579,jorge lopez,2016-05-31,3,575.782.4221x987,9
469,s00580,robert garcia,2011-03-03,3,+1-777-217-8968x80510,14
470,s00581,zachary randolph,2018-06-30,1,(264)331-9786,7
471,s00582,chad conley,2018-09-30,1,3029635254,7
472,s00583,ashley joseph md,2014-10-18,5,578.702.0493,11
473,s00585,alexis marks,2013-09-05,4,337.378.8708,12
474,s00586,kelly williams,2010-12-11,2,+1-773-555-6015x779,15
475,s00588,beth jackson,2012-01-27,1,6155902372,13
476,s00589,jennifer park,2010-06-13,1,001-842-367-4749x674,15
477,s00590,michael craig,2010-05-28,4,952-274-9903,15
478,s00592,evelyn stanley,2008-10-11,3,388.969.7535,17
479,s00593,austin hoffman,2018-09-01,1,970-230-0220,7
480,s00594,jeffrey johnson,2016-06-12,1,986-647-7079x8002,9
481,s00595,anna porter,2011-07-03,5,(663)835-1444,14
482,s00597,robert townsend,2009-11-28,5,603.690.2185x1126,16
483,s00598,mr. barry gonzalez,2016-05-05,1,787.690.9588,9
484,s00599,corey grant,2009-07-07,5,+1-802-221-4513x29270,16
485,s00601,kara reed,2014-01-25,3,549.497.0816x692,11
486,s00602,michelle walker,2010-07-09,2,001-918-978-7141x2790,15
487,s00603,christopher lamb,2015-05-06,3,3528442100,10
488,s00605,kenneth gaines,2011-01-16,5,415.753.7788,14
489,s00606,theresa webb,2007-07-20,2,417.934.4641x39694,18
490,s00607,wendy anderson,2010-06-01,5,636-563-2496x87106,15
491,s00608,kayla gutierrez,2016-05-03,4,+1-728-388-8184x599,9
492,s00609,tony gomez,2014-07-16,1,4382341001,11
493,s00610,rachel short,2018-01-07,3,330.694.1151x526,7
494,s00611,jill holland,2016-01-10,4,975-584-7047x592,9
495,s00612,tamara rowe,2007-03-01,3,916.667.6385,18
496,s00613,jesse rollins,2012-08-09,1,+1-296-304-1684,13
497,s00614,elaine cardenas,2010-10-24,2,+1-315-477-9780x988,15
498,s00615,mark castillo,2008-06-25,2,(607)307-0098,17
499,s00617,tyler conner,2010-12-30,1,(754)468-1225x58269,15
500,s00618,maria hunt,2016-03-04,4,(688)945-9437x80262,9
501,s00619,joshua le,2016-08-29,5,+1-213-892-0288,9
502,s00620,shawn smith,2007-08-22,1,001-947-898-0913,18
503,s00621,tanya lee,2018-08-08,5,+1-565-220-4995x92662,7
504,s00622,kelly esparza,2008-05-23,1,738.879.2340,17
505,s00623,willie wolf,2006-09-21,3,540.477.5949,19
506,s00624,daniel goodman,2017-11-30,4,785.235.9096x9334,8
507,s00625,michael alvarado,2011-05-01,2,(557)860-1850x3273,14
508,s00627,laurie rivera,2015-11-16,4,900.946.0080,10
509,s00628,destiny may,2006-07-06,1,(887)543-9995,19
510,s00629,wesley johnson,2014-09-02,2,658-961-7456,11
511,s00630,thomas morgan,2015-04-03,3,816-791-4581x061,10
512,s00631,sarah acosta,2015-05-27,1,(615)224-8254,10
513,s00632,luis castro,2016-11-22,4,912-366-7645,9
514,s00633,dr. julie henderson,2011-03-20,4,(616)744-5950,14
515,s00634,nicole shaw,2008-10-01,1,721-864-6490x9074,17
516,s00635,tracy gonzalez,2012-01-11,1,(933)738-1704x155,13
517,s00636,sarah howell,2014-05-02,1,(409)325-0694x48276,11
518,s00637,jonathan sanders,2012-08-21,4,+1-243-732-6771x39012,13
519,s00638,daniel johnson,2013-03-14,1,+1-606-947-5669x2171,12
520,s00639,megan andrade,2016-10-10,1,+1-617-543-0001x98598,9
521,s00640,terry terry,2012-11-22,2,(520)205-5755x899,13
522,s00643,kimberly miller,2008-01-23,4,223-791-0264x000,17
523,s00644,james hogan,2013-07-02,2,+1-524-945-6363x588,12
524,s00645,jessica salas,2018-07-21,2,(609)789-2405x42808,7
525,s00647,laura holt,2018-09-06,5,+1-420-702-6336x9325,7
526,s00648,jamie sanchez,2015-04-06,1,+1-254-943-8040x649,10
527,s00649,ryan owen,2006-06-13,2,916.391.1924x332,19
528,s00650,peter cabrera,2016-05-14,2,655.647.7747,9
529,s00651,sara bradford,2013-05-13,1,3098320191,12
530,s00652,kenneth lopez,2010-01-08,1,+1-849-420-3130,15
531,s00653,beth chapman,2007-02-14,3,676-679-2272x844,18
532,s00654,jackson nguyen,2015-09-13,5,001-428-931-9436x966,10
533,s00656,stephanie gilbert,2012-12-21,5,679.964.0434,13
534,s00657,michelle brock,2008-10-23,4,377.744.2032,17
535,s00658,carlos frank,2014-08-29,1,9178914637,11
536,s00659,sherry hammond,2014-08-16,4,001-974-795-4959x7402,11
537,s00660,donna ford,2019-02-09,2,+1-926-685-0194x34422,6
538,s00662,stephanie odom,2018-11-21,2,623.800.5847x95121,7
539,s00663,johnathan coleman,2016-06-24,4,+1-331-745-1817x7435,9
540,s00664,daniel bowen,2013-01-21,1,+1-426-394-1533,12
541,s00665,sarah black,2012-01-07,2,001-412-482-1276x6298,13
542,s00666,kristin allen,2013-02-28,4,5523223060,12
543,s00667,andrew hernandez,2014-12-30,1,+1-289-224-0487x757,11
544,s00668,veronica norman,2009-03-27,1,(364)778-0926,16
545,s00669,wendy woods,2016-05-15,5,(875)516-2661x4139,9
546,s00670,gabrielle ferguson,2015-11-03,4,424.798.9151x87534,10
547,s00671,robert riddle,2011-10-31,4,(889)637-8162x4066,14
548,s00672,edward walls,2011-11-04,4,908-547-6873x5641,14
549,s00673,tami moody,2015-09-21,5,(528)287-0820x8988,10
550,s00674,andrew barry,2011-10-28,4,+1-238-296-6705x166,14
551,s00675,diane lara,2006-04-04,2,797.343.6073x21547,19
552,s00676,cathy kent,2007-10-18,1,(946)632-1112,18
553,s00677,samuel stewart,2007-11-30,1,452.861.1751x33910,18
554,s00678,andrew white,2011-07-14,1,8916984626,14
555,s00679,kevin wilson,2015-07-13,1,580.693.1621x8183,10
556,s00680,jeffrey drake,2007-06-15,5,(629)950-3361x84004,18
557,s00681,timothy griffin,2006-07-31,3,494.721.7378x75353,19
558,s00682,nicole hunt,2010-01-06,5,286.824.1936,15
559,s00684,rebecca ferguson,2017-03-31,5,(864)751-5610,8
560,s00685,adrian smith,2011-07-18,3,5264724502,14
561,s00687,amy baker dvm,2007-06-09,1,690.639.9446,18
562,s00688,morgan greer,2010-09-07,2,661-392-9299x9623,15
563,s00689,melissa osborn,2015-11-23,3,410-368-1922,10
564,s00690,mike arnold,2018-06-24,1,+1-768-310-3158x3837,7
565,s00693,victoria cruz,2007-02-04,1,656-624-2370,18
566,s00694,laura allen,2011-06-04,1,4476472159,14
567,s00695,brian phillips,2010-05-17,5,+1-576-314-4476x9081,15
568,s00696,troy smith md,2012-04-26,3,969-620-7146x808,13
569,s00697,lorraine jones,2013-03-03,3,8232034058,12
570,s00698,katherine vang,2013-07-12,1,7476445782,12
571,s00699,michael wilson,2016-03-11,2,001-780-327-8188x2142,9
572,s00700,barbara harper,2017-02-16,1,651-633-0190x184,8
573,s00701,joseph jones,2012-03-02,1,710.714.3304x05480,13
574,s00702,ricky williams,2010-12-18,1,914-249-2371,15
575,s00703,gabrielle alvarez,2018-12-27,2,773.947.9940,7
576,s00704,cheyenne ortiz,2009-01-10,2,6699368688,16
577,s00707,andrew miller,2008-10-20,1,(970)611-3416x3129,17
578,s00708,kevin mathews,2009-10-15,1,+1-383-330-9365x10662,16
579,s00709,sarah stone,2016-03-19,4,001-312-769-8821x87955,9
580,s00710,christopher carr,2007-10-24,3,308.719.2214,18
581,s00711,roberto douglas,2011-11-14,2,678-276-4727x69060,14
582,s00713,cameron lee,2017-10-02,1,838-895-8722,8
583,s00714,cindy spencer,2016-01-09,3,+1-362-988-1288x0928,9
584,s00715,cassandra rich,2018-05-01,1,220.678.4495x80614,7
585,s00716,diana perkins,2016-03-11,3,4764423377,9
586,s00718,mrs. stephanie mason,2010-11-08,3,240-786-2568x16735,15
587,s00719,danielle noble,2013-08-20,5,790.913.2126x20059,12
588,s00720,thomas figueroa,2011-04-27,1,316.618.4369,14
589,s00721,john meyer,2016-06-08,3,278-799-7299x9018,9
590,s00722,andrew wall,2008-08-12,2,287-288-6655x82811,17
591,s00723,jerome garcia,2019-02-07,4,465-874-8487x97336,6
592,s00724,philip johns,2007-06-20,3,967.624.5299x5323,18
593,s00725,mrs. claudia wolfe dvm,2019-03-02,2,+1-869-451-2567x875,6
594,s00726,lindsey nunez,2010-01-20,1,001-413-783-3116x432,15
595,s00727,caitlyn stewart dds,2009-08-25,1,001-380-848-0610x7055,16
596,s00728,amanda grimes,2013-05-06,3,(966)744-4930x49958,12
597,s00730,shannon mcmillan,2017-12-10,3,001-551-483-9672x7807,8
598,s00731,brenda sanchez,2006-08-24,1,001-283-719-6042x8486,19
599,s00732,jessica gallagher,2016-11-06,5,+1-838-933-0389x3075,9
600,s00733,andrea barton,2017-12-28,4,324.326.2409,8
601,s00734,emily horn,2018-02-28,4,(674)940-8003,7
602,s00735,jaime roman,2016-08-26,3,640-627-3186,9
603,s00736,noah brown,2019-02-19,5,(880)895-5541x85544,6
604,s00737,robin richards,2017-05-12,2,397-435-7669,8
605,s00738,charles lowe,2007-08-23,2,452-767-4570x705,18
606,s00739,tina smith,2008-08-04,2,951.672.4469,17
607,s00740,kimberly jackson,2013-05-16,4,911.334.3891,12
608,s00741,leslie wilson,2015-11-08,2,+1-823-806-5638x873,10
609,s00742,carla chan,2012-09-07,4,+1-766-717-7299x7030,13
610,s00743,angela underwood,2013-11-19,3,511.461.4199,12
611,s00744,brandon hess,2013-04-09,5,(535)599-0104x30990,12
612,s00745,michael rogers,2012-02-19,4,001-542-410-5356,13
613,s00746,charles baker,2019-01-13,4,286.436.2025,6
614,s00747,dominique mitchell,2018-01-01,2,(520)568-5334x1010,7
615,s00748,matthew dunn,2019-02-27,2,001-318-208-8732x8675,6
616,s00749,james maldonado,2018-03-30,4,001-949-325-5761x36183,7
617,s00750,scott harper,2008-02-09,4,001-303-245-5881x2201,17
618,s00751,jonathan griffith,2016-08-08,2,001-766-737-2791x5614,9
619,s00752,amanda alvarez,2013-12-05,3,801-493-7017x513,12
620,s00753,james parker,2014-10-28,4,001-731-254-3655,11
621,s00754,julie sweeney,2008-09-22,2,(346)229-9241,17
622,s00756,emily oliver,2012-06-17,2,(246)616-0298,13
623,s00757,heather maxwell,2016-11-09,3,(810)875-6516x9554,9
624,s00759,michael anderson,2012-01-23,5,+1-725-331-9860,13
625,s00760,steven oliver,2018-01-24,2,+1-626-237-9482x448,7
626,s00761,robin guzman,2007-07-04,4,+1-550-234-9742,18
627,s00762,linda pearson,2007-11-26,3,328-539-8518x08080,18
628,s00763,joseph mercado,2015-03-19,2,7534801766,10
629,s00764,william johnson,2012-04-23,3,906.461.1852x3026,13
630,s00765,megan hernandez,2008-03-19,4,+1-214-224-1727x0033,17
631,s00767,jo graham,2015-02-23,1,9676295441,10
632,s00768,kayla cannon,2016-05-30,4,262.963.5072x200,9
633,s00769,james long,2006-10-06,2,001-396-819-5107,19
634,s00771,theresa fletcher,2015-02-18,4,4869378962,10
635,s00772,ricardo petersen,2007-02-15,5,3606403818,18
636,s00773,michael leach,2018-04-06,3,793-574-6185x15888,7
637,s00774,allison marsh,2010-03-04,5,001-295-872-1362x02580,15
638,s00776,jessica williams,2015-05-24,5,599-905-9841,10
639,s00777,shannon pratt,2008-11-07,2,4204937371,17
640,s00778,nicholas gibson,2011-04-14,4,001-248-290-1690x0130,14
641,s00779,abigail espinoza,2018-01-19,5,001-381-638-8581x49629,7
642,s00781,charles munoz,2015-04-05,5,001-776-439-2301x5048,10
643,s00782,marie bailey,2015-04-04,1,522-962-7792x48102,10
644,s00783,jason santos,2010-10-07,2,001-927-441-2017x219,15
645,s00784,lisa west,2007-01-30,4,(974)227-4928x7265,18
646,s00785,paul jennings,2010-01-29,3,+1-294-521-5129x4645,15
647,s00786,nicholas cooper,2014-04-04,3,+1-725-514-1714x570,11
648,s00787,emma cobb,2016-02-25,3,995.449.9085x76813,9
649,s00788,hannah hicks,2009-03-22,5,+1-925-392-3438x551,16
650,s00789,john mccann,2007-10-19,5,(263)964-3999,18
651,s00790,thomas johnson,2017-06-01,2,(988)277-1192x9808,8
652,s00792,alicia anderson,2009-11-27,1,+1-285-429-7106x442,16
653,s00793,matthew mckinney,2009-07-15,1,4272876508,16
654,s00794,jodi meyer,2007-10-20,2,(410)555-7874,18
655,s00795,christina mills,2016-10-13,4,310.723.9112x39597,9
656,s00796,terry carrillo,2012-02-19,5,715.912.6447x7439,13
657,s00798,christopher henry dds,2014-11-16,4,(707)894-2788x876,11
658,s00799,brooke lopez,2015-09-29,4,(891)512-5694x568,10
659,s00800,alexis clayton,2009-01-30,1,001-714-446-5624x314,16
660,s00801,steven hoover,2015-01-26,2,746-252-2389,10
661,s00802,melissa holmes,2006-08-31,2,+1-269-407-0625x698,19
662,s00803,daniel smith,2015-08-21,3,628-538-7856,10
663,s00804,john thompson,2011-04-28,4,3554498570,14
664,s00805,david west,2014-11-10,4,909.875.4624x0137,11
665,s00806,erica marsh,2007-11-05,2,548-524-0174x41102,18
666,s00809,bradley martin,2007-09-06,2,469.896.6639x53716,18
667,s00811,jennifer daniels,2010-04-24,2,001-546-956-3378x22185,15
668,s00812,laurie navarro,2015-08-24,5,(284)853-7387x61624,10
669,s00813,stephanie bryant,2009-01-31,2,(988)247-1958x4951,16
670,s00814,claudia johnson,2008-12-28,3,001-286-762-6844x664,17
671,s00815,heather evans,2018-08-17,5,+1-685-970-5941x76212,7
672,s00816,adam bishop,2010-10-27,2,001-244-437-0594x9899,15
673,s00817,thomas long,2016-02-19,2,625.427.7770,9
674,s00818,ronald rodgers,2015-07-15,3,(234)862-2439,10
675,s00819,rhonda brown,2008-07-01,3,2644529787,17
676,s00820,nichole robinson,2008-05-24,5,(501)561-5646,17
677,s00821,sierra lopez,2016-01-22,1,001-390-404-8265x849,9
678,s00823,danielle williams,2013-03-01,3,797.369.9003,12
679,s00824,julie morgan,2013-06-19,1,210-337-7104x767,12
680,s00825,christina wiggins,2012-07-31,5,661-961-2602,13
681,s00827,caitlin jackson dvm,2014-06-14,5,499.293.6623,11
682,s00829,john alexander,2013-02-12,1,001-559-890-0768x5003,12
683,s00830,elizabeth price,2013-11-08,4,(439)796-5632x76413,12
684,s00832,linda jackson,2016-06-16,4,001-407-746-9008x78701,9
685,s00833,sylvia hanson,2012-05-30,1,(377)455-2215x2258,13
686,s00834,emma taylor,2013-12-31,3,(523)577-9940x22593,12
687,s00835,michelle guerra,2018-09-23,5,808-487-1854,7
688,s00836,becky day,2012-09-06,3,001-642-621-7426x1161,13
689,s00837,charles cooper,2011-09-13,5,433-349-8211,14
690,s00838,kelly moore,2014-09-20,2,(889)393-6560x827,11
691,s00839,john gross,2011-02-27,3,913.320.4928,14
692,s00840,rebecca jones,2012-11-11,1,932.270.0416x87409,13
693,s00841,brandon fitzgerald,2010-05-11,4,899-579-1367,15
694,s00842,barbara navarro,2013-07-16,4,(497)936-6604,12
695,s00843,john mercado,2008-12-01,1,852-701-7452x96586,17
696,s00844,taylor harrington,2010-09-30,2,001-952-738-0019x313,15
697,s00845,gregory christensen,2014-04-12,5,896-737-4090,11
698,s00846,ashley cuevas,2012-07-07,2,(215)959-2374,13
699,s00847,jason graham,2006-06-22,1,(277)715-7987x42683,19
700,s00848,antonio nash,2011-10-08,2,663.836.5726,14
701,s00849,nicholas wilson,2006-05-19,5,(857)314-1808x4399,19
702,s00850,edwin edwards,2007-03-11,1,(799)741-6572x37935,18
703,s00851,leah walker,2013-08-30,3,676-842-9693x61465,12
704,s00852,donald lester,2008-06-26,1,(329)334-2827,17
705,s00854,noah romero,2010-06-09,5,6782670120,15
706,s00855,thomas cooley,2010-08-21,3,984.479.0955,15
707,s00856,william johnston,2010-08-25,5,+1-468-220-0430x07248,15
708,s00857,mrs. julie olson,2007-05-21,5,(292)213-3217,18
709,s00858,mark harrison,2009-12-24,5,855-343-5393,16
710,s00859,donna young,2010-01-11,3,(640)312-3196,15
711,s00860,michael harris,2018-11-29,3,+1-731-235-9619x68287,7
712,s00861,jeremy stewart,2016-10-27,5,(344)203-1867,9
713,s00862,maxwell jones,2014-03-19,3,799-755-4180x9508,11
714,s00863,stacey graham,2015-12-11,3,(538)945-9160x073,10
715,s00864,jill spears,2012-10-08,4,(518)950-2292x07637,13
716,s00865,jerry raymond,2013-04-08,4,(728)761-4912x464,12
717,s00866,heather ramirez,2014-02-16,2,880.717.0180,11
718,s00868,patrick harris,2007-09-25,5,470-273-9659x4058,18
719,s00869,elizabeth bailey,2014-04-04,3,001-377-744-5564x5190,11
720,s00870,christopher jones,2011-11-22,4,(854)641-4098,14
721,s00871,victor walker,2012-09-25,2,258.837.3627,13
722,s00872,andrew sharp,2012-10-16,5,426-392-2030x848,13
723,s00873,mr. stephen robinson,2007-12-19,1,001-842-653-7747,18
724,s00874,corey poole,2009-08-18,4,+1-278-257-4734,16
725,s00875,michelle johnson,2008-09-28,4,+1-401-906-3387x777,17
726,s00876,rebecca coleman,2014-04-10,1,236.520.2865,11
727,s00877,brandon martinez,2007-04-30,1,(992)292-4933,18
728,s00878,jennifer lopez,2013-10-21,2,001-879-999-4853,12
729,s00879,margaret hernandez,2010-12-25,2,8944707947,15
730,s00880,ashley hamilton,2008-06-27,1,+1-383-644-9111,17
731,s00881,patrick larson,2015-07-13,5,348-750-2486,10
732,s00882,crystal williams,2012-10-23,2,001-354-249-1453,13
733,s00883,elizabeth mendoza,2015-06-02,2,(206)924-7370,10
734,s00884,scott jones,2015-07-14,1,851-842-8997x7435,10
735,s00885,robert wilson,2006-03-19,2,(271)457-3743x5391,19
736,s00886,kelly walker,2006-04-22,3,224-950-0654x7748,19
737,s00888,nancy kaufman,2010-10-15,2,001-375-681-1382x869,15
738,s00889,amy clark,2013-09-20,5,001-535-213-4594x28151,12
739,s00890,daniel paul,2007-06-03,2,(627)332-2403x119,18
740,s00891,michael mitchell,2014-05-19,2,3775486851,11
741,s00892,adam thompson,2007-08-27,2,474-554-1317x84057,18
742,s00893,patrick duncan,2018-11-29,2,352.522.9169x2965,7
743,s00894,david wiley,2013-03-15,5,(972)987-4932x255,12
744,s00895,beth parks,2012-08-15,3,+1-853-864-2885,13
745,s00896,emily miller,2018-09-24,2,+1-206-638-3368x00996,7
746,s00897,rebecca bass,2014-09-30,2,807.441.1548,11
747,s00898,timothy santiago,2006-06-19,4,(709)261-7630x3816,19
748,s00901,kimberly adams,2008-08-19,1,6038283317,17
749,s00902,jay garcia,2015-12-22,4,9234080076,10
750,s00903,kristen wallace,2017-07-13,2,(935)847-8080,8
751,s00905,jill yates,2007-01-25,2,001-926-604-1338x64027,18
752,s00906,jessica cherry,2011-02-28,4,(530)771-8259x7686,14
753,s00907,chelsea robinson,2006-07-05,1,2534254799,19
754,s00908,david parsons,2006-08-23,4,878.689.7615x63369,19
755,s00909,jasmine booker,2008-09-07,5,+1-301-387-0258x3820,17
756,s00910,erin hill,2011-10-10,3,739-695-9104,14
757,s00911,alexis watkins,2014-07-15,4,465-829-7895x36276,11
758,s00912,angela roberts,2012-11-29,5,371-450-0263x86576,13
759,s00913,gina jones,2010-07-15,4,001-827-747-6508x426,15
760,s00914,andrea murphy,2011-01-29,5,623-698-7350x861,14
761,s00915,john klein,2016-01-13,2,001-768-401-7719x1911,9
762,s00916,dr. mitchell fry,2010-07-21,2,(948)876-3315x446,15
763,s00917,richard schmitt,2012-05-17,3,971-632-6122x748,13
764,s00918,laurie hernandez,2012-02-06,2,(473)718-8137x52259,13
765,s00919,lori wood,2013-12-08,3,615.665.5624,12
766,s00920,christopher daniels,2017-01-01,5,5282400355,8
767,s00921,mrs. melissa wheeler,2016-11-28,3,(214)950-8167x94796,9
768,s00922,lori salinas,2009-10-09,4,001-562-649-6884,16
769,s00923,melissa sullivan,2007-02-14,4,(857)330-9255x370,18
770,s00924,kenneth lambert,2017-10-18,5,550.724.6649,8
771,s00926,edward logan,2012-07-22,5,(555)345-5768x6950,13
772,s00927,judith kennedy,2011-01-17,2,001-812-437-2211,14
